fbid,mother_tongue,locality,occupation,age,pages_liked_1,pages_liked_2,pages_liked_3,gender,marital_status,education_school,education_college
100422,German,ca_ES,Computer Engineer,25,A.P.J Abdul Kalam,Terrible Tiny Tales,J.K Rowling,F,single,Neo Convent,Maharaja Surajmal
100423,German,eu_ES,Business Man,35,Vidyamandir Classes,Terrible Tiny Tales,Shopmania,M,Married,Mount Carmel,CMU
100424,German,de_DE,Neurologist,37,Vidyamandir Classes,Disha Patani,Narendra Modi,M,single,Indraprastha School,MIT
100425,Portugese,eu_ES,General Physician,23,Silicon Valley,MS Dhoni,Mitacs Globalink,F,single,DPS,CMU
100426,Portugese,cx_PH,Neurologist,23,J.K Rowling,Vidyamandir Classes,Shopmania,M,single,Oxford School,Delhi technological University
100427,Spanish,cs_CZ,Computer Engineer,38,Disha Patani,A.P.J Abdul Kalam,Silicon Valley,M,Married,Oxford School,MIT
100428,Chinese,cs_CZ,Teacher,21,Narendra Modi,Shopmania,MS Dhoni,M,Married,DPS,Maharaja Surajmal
100429,Spanish,es_LA,Mechanical Engineer,20,MS Dhoni,Terrible Tiny Tales,Vidyamandir Classes,F,single,Neo Convent,Amity
100430,Hindi,cs_CZ,Business Man,30,Shopmania,J.K Rowling,Silicon Valley,F,Married,Mount Carmel,MIT
100431,German,ca_ES,Business Man,31,Silicon Valley,Mitacs Globalink,Terrible Tiny Tales,F,single,Indraprastha School,Delhi technological University
100432,Portugese,gn_PY,Neurologist,34,Disha Patani,J.K Rowling,Silicon Valley,M,Married,Oxford School,MIT
100433,Spanish,cs_CZ,Civil Engineer,34,Silicon Valley,Shopmania,A.P.J Abdul Kalam,F,single,Indraprastha School,CMU
100434,German,en_UD,Neurologist,22,Shopmania,Narendra Modi,Mitacs Globalink,M,single,Indraprastha School,Delhi technological University
100435,Chinese,es_LA,Neurologist,23,Mitacs Globalink,J.K Rowling,A.P.J Abdul Kalam,F,Married,Mount Carmel,Delhi technological University
100436,Spanish,ca_ES,General Physician,36,MS Dhoni,Terrible Tiny Tales,Vidyamandir Classes,F,single,Neo Convent,Amity
100437,German,eu_ES,Civil Engineer,29,MS Dhoni,Disha Patani,Terrible Tiny Tales,M,Married,Indraprastha School,Maharaja Surajmal
100438,Spanish,en_UD,Neurologist,36,MS Dhoni,Disha Patani,Shopmania,F,Married,Mount Carmel,Delhi technological University
100439,English,es_LA,Business Man,27,Shopmania,J.K Rowling,Terrible Tiny Tales,M,Married,Neo Convent,Delhi technological University
100440,German,es_LA,Teacher,22,J.K Rowling,Silicon Valley,Terrible Tiny Tales,F,Married,Oxford School,CMU
100441,Portugese,cy_GB,Computer Engineer,27,Mitacs Globalink,J.K Rowling,A.P.J Abdul Kalam,F,Married,Mount Carmel,Maharaja Surajmal
100442,Hindi,en_UD,General Physician,25,Mitacs Globalink,J.K Rowling,Disha Patani,F,Married,Oxford School,MIT
100443,German,en_US,Business Man,38,Terrible Tiny Tales,Disha Patani,MS Dhoni,F,single,DPS,Maharaja Surajmal
100444,German,eu_ES,Dentist,39,Narendra Modi,Disha Patani,Mitacs Globalink,F,Married,Mount Carmel,Amity
100445,German,es_LA,Teacher,22,Disha Patani,Vidyamandir Classes,A.P.J Abdul Kalam,F,Married,DPS,MIT
100446,German,cx_PH,Computer Engineer,36,Narendra Modi,MS Dhoni,Vidyamandir Classes,F,Married,Mount Carmel,Maharaja Surajmal
100447,Chinese,ca_ES,Computer Engineer,24,J.K Rowling,Disha Patani,Shopmania,F,Married,Neo Convent,Delhi technological University
100448,Spanish,de_DE,Computer Engineer,30,Narendra Modi,Mitacs Globalink,A.P.J Abdul Kalam,M,Married,DPS,Amity
100449,Portugese,gn_PY,Computer Engineer,30,Vidyamandir Classes,Disha Patani,J.K Rowling,M,single,Oxford School,Maharaja Surajmal
100450,Hindi,ca_ES,Mechanical Engineer,25,Mitacs Globalink,Vidyamandir Classes,Narendra Modi,M,Married,Oxford School,CMU
100451,Spanish,es_LA,Dentist,38,MS Dhoni,J.K Rowling,Shopmania,F,single,Indraprastha School,CMU
100452,English,eu_ES,Mechanical Engineer,30,Silicon Valley,Mitacs Globalink,Vidyamandir Classes,F,single,Mount Carmel,Delhi technological University
100453,German,en_UD,Teacher,26,Narendra Modi,Vidyamandir Classes,Terrible Tiny Tales,M,Married,DPS,CMU
100454,Hindi,eu_ES,General Physician,24,A.P.J Abdul Kalam,Narendra Modi,J.K Rowling,F,single,Mount Carmel,Maharaja Surajmal
100455,Chinese,gn_PY,Neurologist,20,Narendra Modi,MS Dhoni,Shopmania,M,Married,Neo Convent,Delhi technological University
100456,Spanish,es_ES,Business Man,38,Shopmania,Mitacs Globalink,MS Dhoni,M,Married,Indraprastha School,CMU
100457,German,ca_ES,Computer Engineer,33,Silicon Valley,Shopmania,Vidyamandir Classes,M,single,Indraprastha School,MIT
100458,Hindi,cs_CZ,General Physician,36,A.P.J Abdul Kalam,Narendra Modi,Vidyamandir Classes,M,Married,Indraprastha School,CMU
100459,Portugese,cs_CZ,Dentist,35,Disha Patani,Mitacs Globalink,J.K Rowling,M,Married,Oxford School,Amity
100460,Hindi,da_DK,Computer Engineer,25,Disha Patani,Mitacs Globalink,Silicon Valley,F,Married,Indraprastha School,CMU
100461,Hindi,en_UD,Neurologist,36,Narendra Modi,Shopmania,Terrible Tiny Tales,M,single,Oxford School,Delhi technological University
100462,Hindi,da_DK,Computer Engineer,28,Shopmania,Disha Patani,MS Dhoni,M,Married,Indraprastha School,Maharaja Surajmal
100463,Hindi,en_US,Dentist,30,Mitacs Globalink,Terrible Tiny Tales,A.P.J Abdul Kalam,M,Married,DPS,Amity
100464,English,en_UD,Mechanical Engineer,27,Disha Patani,Terrible Tiny Tales,A.P.J Abdul Kalam,F,Married,Neo Convent,Delhi technological University
100465,Hindi,en_UD,Business Man,22,Disha Patani,MS Dhoni,Shopmania,F,single,Neo Convent,CMU
100466,Spanish,cs_CZ,Dentist,26,Narendra Modi,J.K Rowling,Vidyamandir Classes,M,Married,Neo Convent,Maharaja Surajmal
100467,Hindi,cx_PH,Business Man,33,A.P.J Abdul Kalam,Shopmania,Mitacs Globalink,F,Married,Mount Carmel,Amity
100468,English,gn_PY,Mechanical Engineer,35,Terrible Tiny Tales,Disha Patani,MS Dhoni,M,single,Neo Convent,CMU
100469,German,es_LA,Computer Engineer,32,J.K Rowling,Terrible Tiny Tales,Disha Patani,M,single,Neo Convent,MIT
100470,Hindi,de_DE,Dentist,37,A.P.J Abdul Kalam,Disha Patani,Vidyamandir Classes,F,single,Oxford School,MIT
100471,Spanish,ca_ES,General Physician,29,Terrible Tiny Tales,A.P.J Abdul Kalam,Narendra Modi,F,single,Neo Convent,Maharaja Surajmal
100472,English,cs_CZ,Teacher,40,Shopmania,Disha Patani,Terrible Tiny Tales,M,Married,DPS,CMU
100473,English,es_LA,Dentist,34,J.K Rowling,Shopmania,Terrible Tiny Tales,F,Married,Mount Carmel,CMU
100474,Hindi,da_DK,Mechanical Engineer,32,MS Dhoni,Shopmania,Mitacs Globalink,M,Married,Indraprastha School,MIT
100475,Spanish,da_DK,Neurologist,22,Vidyamandir Classes,A.P.J Abdul Kalam,J.K Rowling,M,Married,Indraprastha School,Maharaja Surajmal
100476,German,cs_CZ,Mechanical Engineer,33,A.P.J Abdul Kalam,Silicon Valley,Terrible Tiny Tales,F,single,DPS,Maharaja Surajmal
100477,Hindi,es_ES,Mechanical Engineer,32,J.K Rowling,MS Dhoni,Narendra Modi,F,single,DPS,MIT
100478,Spanish,en_US,Business Man,36,Terrible Tiny Tales,MS Dhoni,A.P.J Abdul Kalam,F,Married,DPS,CMU
100479,Spanish,cy_GB,Neurologist,23,J.K Rowling,Disha Patani,MS Dhoni,F,Married,Mount Carmel,Delhi technological University
100480,German,ca_ES,Civil Engineer,26,Terrible Tiny Tales,Mitacs Globalink,Disha Patani,M,single,DPS,Delhi technological University
100481,Spanish,cy_GB,Dentist,35,Disha Patani,Shopmania,Narendra Modi,F,Married,Oxford School,MIT
100482,English,cs_CZ,Neurologist,27,A.P.J Abdul Kalam,Terrible Tiny Tales,Shopmania,F,single,DPS,Maharaja Surajmal
100483,Chinese,cy_GB,Dentist,33,A.P.J Abdul Kalam,Terrible Tiny Tales,MS Dhoni,M,single,Neo Convent,Maharaja Surajmal
100484,German,gn_PY,Civil Engineer,31,Shopmania,Vidyamandir Classes,J.K Rowling,M,single,Neo Convent,Amity
100485,English,cx_PH,Dentist,31,J.K Rowling,MS Dhoni,Silicon Valley,F,Married,Oxford School,Delhi technological University
100486,Portugese,de_DE,General Physician,27,Terrible Tiny Tales,Disha Patani,MS Dhoni,M,single,Neo Convent,Maharaja Surajmal
100487,Spanish,es_LA,General Physician,29,MS Dhoni,J.K Rowling,Terrible Tiny Tales,M,single,Neo Convent,CMU
100488,Spanish,en_US,Mechanical Engineer,35,Mitacs Globalink,J.K Rowling,Shopmania,M,Married,DPS,Maharaja Surajmal
100489,German,da_DK,Neurologist,28,Mitacs Globalink,Disha Patani,Vidyamandir Classes,F,Married,Mount Carmel,CMU
100490,Portugese,cs_CZ,Teacher,23,Silicon Valley,Mitacs Globalink,Disha Patani,M,Married,Oxford School,CMU
100491,Spanish,cs_CZ,General Physician,25,J.K Rowling,A.P.J Abdul Kalam,Disha Patani,F,single,DPS,MIT
100492,Portugese,en_UD,Dentist,20,J.K Rowling,Shopmania,Terrible Tiny Tales,F,Married,Indraprastha School,Delhi technological University
100493,Hindi,es_ES,Teacher,23,Shopmania,Vidyamandir Classes,Silicon Valley,F,single,Mount Carmel,CMU
100494,Chinese,cs_CZ,General Physician,28,MS Dhoni,J.K Rowling,Disha Patani,M,single,Indraprastha School,CMU
100495,German,en_UD,Dentist,24,A.P.J Abdul Kalam,Terrible Tiny Tales,Vidyamandir Classes,F,single,Indraprastha School,Amity
100496,English,en_US,Civil Engineer,27,MS Dhoni,Disha Patani,Silicon Valley,M,single,DPS,MIT
100497,Chinese,ca_ES,Neurologist,23,Terrible Tiny Tales,J.K Rowling,MS Dhoni,M,Married,Oxford School,CMU
100498,English,da_DK,Civil Engineer,39,A.P.J Abdul Kalam,Narendra Modi,Vidyamandir Classes,F,Married,Mount Carmel,Amity
100499,Hindi,de_DE,Computer Engineer,38,Shopmania,Vidyamandir Classes,Mitacs Globalink,M,single,Neo Convent,Delhi technological University
100500,Hindi,gn_PY,Civil Engineer,40,A.P.J Abdul Kalam,J.K Rowling,Mitacs Globalink,M,Married,Mount Carmel,Maharaja Surajmal
100501,Spanish,eu_ES,Mechanical Engineer,22,Silicon Valley,Shopmania,MS Dhoni,M,Married,Neo Convent,Amity
100502,Spanish,es_ES,Mechanical Engineer,38,Narendra Modi,J.K Rowling,Terrible Tiny Tales,F,single,Indraprastha School,MIT
100503,Chinese,en_UD,Civil Engineer,36,Narendra Modi,Silicon Valley,Disha Patani,M,Married,Oxford School,MIT
100504,Portugese,da_DK,Dentist,33,Silicon Valley,Narendra Modi,J.K Rowling,M,Married,Oxford School,Maharaja Surajmal
100505,Hindi,cs_CZ,Mechanical Engineer,38,J.K Rowling,Shopmania,Vidyamandir Classes,M,Married,DPS,Delhi technological University
100506,Chinese,cs_CZ,General Physician,38,Vidyamandir Classes,A.P.J Abdul Kalam,Terrible Tiny Tales,F,single,Neo Convent,CMU
100507,Spanish,ca_ES,Mechanical Engineer,30,Shopmania,Vidyamandir Classes,A.P.J Abdul Kalam,M,Married,Oxford School,Delhi technological University
100508,German,eu_ES,Dentist,29,MS Dhoni,Terrible Tiny Tales,Mitacs Globalink,F,Married,DPS,MIT
100509,Hindi,da_DK,Computer Engineer,22,Mitacs Globalink,Vidyamandir Classes,MS Dhoni,F,single,Oxford School,Delhi technological University
100510,Chinese,en_UD,Civil Engineer,28,A.P.J Abdul Kalam,Shopmania,Silicon Valley,M,Married,Mount Carmel,Maharaja Surajmal
100511,Portugese,da_DK,Teacher,36,Disha Patani,Terrible Tiny Tales,MS Dhoni,F,Married,Neo Convent,CMU
100512,Chinese,en_UD,Dentist,23,Silicon Valley,Disha Patani,A.P.J Abdul Kalam,M,single,Indraprastha School,Amity
100513,Portugese,en_UD,Mechanical Engineer,24,Silicon Valley,J.K Rowling,A.P.J Abdul Kalam,F,Married,Indraprastha School,CMU
100514,English,ca_ES,Civil Engineer,27,Mitacs Globalink,Vidyamandir Classes,Narendra Modi,M,Married,Neo Convent,CMU
100515,Spanish,en_UD,Business Man,35,J.K Rowling,Narendra Modi,Mitacs Globalink,F,single,DPS,CMU
100516,English,en_UD,Dentist,40,Mitacs Globalink,Narendra Modi,Disha Patani,M,single,DPS,MIT
100517,Portugese,gn_PY,Neurologist,30,J.K Rowling,Mitacs Globalink,Terrible Tiny Tales,M,single,Neo Convent,Delhi technological University
100518,Chinese,ca_ES,Computer Engineer,38,Mitacs Globalink,Silicon Valley,Shopmania,F,Married,Oxford School,MIT
100519,Chinese,es_ES,Computer Engineer,20,MS Dhoni,Shopmania,Mitacs Globalink,F,Married,Neo Convent,Amity
100520,Hindi,es_ES,Computer Engineer,33,MS Dhoni,Silicon Valley,Disha Patani,F,single,Neo Convent,MIT
100521,Portugese,en_UD,Civil Engineer,23,Vidyamandir Classes,Silicon Valley,Shopmania,F,single,Indraprastha School,Amity
100522,Hindi,en_UD,Mechanical Engineer,39,J.K Rowling,MS Dhoni,Disha Patani,M,single,Neo Convent,MIT
100523,Hindi,en_UD,Teacher,25,MS Dhoni,Mitacs Globalink,A.P.J Abdul Kalam,M,single,DPS,Maharaja Surajmal
100524,Portugese,cx_PH,Dentist,39,Mitacs Globalink,Shopmania,MS Dhoni,M,Married,Neo Convent,Delhi technological University
100525,Spanish,cs_CZ,Computer Engineer,33,J.K Rowling,Shopmania,MS Dhoni,F,single,Mount Carmel,MIT
100526,Spanish,es_LA,Teacher,39,Mitacs Globalink,Shopmania,Silicon Valley,M,Married,DPS,Delhi technological University
100527,English,es_ES,Neurologist,28,Silicon Valley,Terrible Tiny Tales,Disha Patani,M,Married,Oxford School,Maharaja Surajmal
100528,Chinese,cy_GB,Civil Engineer,36,Shopmania,A.P.J Abdul Kalam,J.K Rowling,M,single,Neo Convent,CMU
100529,Hindi,cy_GB,Civil Engineer,21,Silicon Valley,Mitacs Globalink,Shopmania,M,single,Oxford School,Maharaja Surajmal
100530,German,cx_PH,Mechanical Engineer,33,MS Dhoni,Narendra Modi,Terrible Tiny Tales,M,single,Mount Carmel,MIT
100531,Chinese,cy_GB,Civil Engineer,27,Silicon Valley,Vidyamandir Classes,Terrible Tiny Tales,F,Married,Mount Carmel,Delhi technological University
100532,English,en_UD,Dentist,34,Terrible Tiny Tales,Vidyamandir Classes,Silicon Valley,M,single,Mount Carmel,CMU
100533,German,es_LA,Business Man,40,Narendra Modi,MS Dhoni,Silicon Valley,F,Married,Oxford School,Maharaja Surajmal
100534,German,da_DK,Business Man,38,Mitacs Globalink,Shopmania,A.P.J Abdul Kalam,F,Married,DPS,CMU
100535,Hindi,da_DK,General Physician,32,Vidyamandir Classes,Narendra Modi,Mitacs Globalink,M,single,Indraprastha School,MIT
100536,English,gn_PY,Neurologist,27,Narendra Modi,J.K Rowling,Silicon Valley,M,single,Mount Carmel,CMU
100537,English,da_DK,Computer Engineer,30,Vidyamandir Classes,Shopmania,A.P.J Abdul Kalam,F,single,Indraprastha School,CMU
100538,German,ca_ES,Dentist,35,Narendra Modi,Shopmania,A.P.J Abdul Kalam,F,Married,Oxford School,Maharaja Surajmal
100539,German,ca_ES,Business Man,37,Mitacs Globalink,MS Dhoni,Disha Patani,M,single,Indraprastha School,Amity
100540,German,ca_ES,Computer Engineer,39,Disha Patani,Silicon Valley,Terrible Tiny Tales,F,single,Neo Convent,MIT
100541,Hindi,de_DE,Mechanical Engineer,21,Disha Patani,Mitacs Globalink,Terrible Tiny Tales,F,single,Mount Carmel,Amity
100542,Spanish,cy_GB,Neurologist,36,Disha Patani,Narendra Modi,A.P.J Abdul Kalam,F,Married,Oxford School,Maharaja Surajmal
100543,Spanish,en_UD,Computer Engineer,40,Disha Patani,MS Dhoni,Narendra Modi,F,Married,Indraprastha School,Maharaja Surajmal
100544,Chinese,de_DE,Neurologist,26,Mitacs Globalink,A.P.J Abdul Kalam,MS Dhoni,M,Married,Neo Convent,CMU
100545,Portugese,cx_PH,Teacher,28,Terrible Tiny Tales,J.K Rowling,Shopmania,F,Married,Indraprastha School,MIT
100546,English,cs_CZ,Civil Engineer,30,A.P.J Abdul Kalam,Mitacs Globalink,Vidyamandir Classes,F,single,Neo Convent,CMU
100547,Spanish,cx_PH,Teacher,36,Mitacs Globalink,MS Dhoni,J.K Rowling,F,Married,Neo Convent,Maharaja Surajmal
100548,Chinese,de_DE,Civil Engineer,25,Shopmania,A.P.J Abdul Kalam,Vidyamandir Classes,M,single,Mount Carmel,MIT
100549,German,cy_GB,Computer Engineer,20,Shopmania,Narendra Modi,Disha Patani,F,Married,Neo Convent,Amity
100550,English,en_UD,Computer Engineer,28,Narendra Modi,J.K Rowling,Terrible Tiny Tales,F,Married,DPS,Amity
100551,Spanish,es_LA,Civil Engineer,23,Disha Patani,Vidyamandir Classes,A.P.J Abdul Kalam,M,single,DPS,Maharaja Surajmal
100552,Portugese,en_UD,Dentist,40,MS Dhoni,J.K Rowling,Terrible Tiny Tales,F,Married,Indraprastha School,Maharaja Surajmal
100553,Chinese,en_UD,Dentist,25,MS Dhoni,Silicon Valley,Narendra Modi,F,single,Indraprastha School,CMU
100554,Chinese,es_ES,Teacher,22,Terrible Tiny Tales,MS Dhoni,Silicon Valley,M,single,Neo Convent,MIT
100555,English,cy_GB,Mechanical Engineer,24,Shopmania,Silicon Valley,Mitacs Globalink,M,Married,DPS,CMU
100556,Hindi,gn_PY,Business Man,39,Terrible Tiny Tales,Vidyamandir Classes,Shopmania,M,Married,Mount Carmel,Delhi technological University
100557,Chinese,eu_ES,Computer Engineer,39,A.P.J Abdul Kalam,Disha Patani,MS Dhoni,F,single,Mount Carmel,Maharaja Surajmal
100558,Chinese,es_LA,Business Man,27,MS Dhoni,Narendra Modi,Vidyamandir Classes,M,Married,DPS,Amity
100559,English,en_UD,Neurologist,28,Narendra Modi,MS Dhoni,Disha Patani,F,Married,Oxford School,Delhi technological University
100560,German,cx_PH,Neurologist,25,A.P.J Abdul Kalam,Narendra Modi,Vidyamandir Classes,F,Married,Oxford School,CMU
100561,Spanish,es_LA,Civil Engineer,27,MS Dhoni,J.K Rowling,Terrible Tiny Tales,M,single,Mount Carmel,CMU
100562,German,cs_CZ,Dentist,27,Shopmania,MS Dhoni,A.P.J Abdul Kalam,M,single,Oxford School,Amity
100563,Chinese,da_DK,Teacher,26,MS Dhoni,Disha Patani,Narendra Modi,M,single,Neo Convent,Delhi technological University
100564,Chinese,gn_PY,Civil Engineer,35,Vidyamandir Classes,Shopmania,Disha Patani,F,Married,Neo Convent,Delhi technological University
100565,German,ca_ES,Computer Engineer,22,J.K Rowling,Disha Patani,Narendra Modi,F,Married,Oxford School,CMU
100566,Chinese,en_US,Neurologist,38,Disha Patani,J.K Rowling,A.P.J Abdul Kalam,M,Married,Mount Carmel,Maharaja Surajmal
100567,English,cx_PH,Mechanical Engineer,33,J.K Rowling,A.P.J Abdul Kalam,Narendra Modi,F,single,DPS,Delhi technological University
100568,Chinese,es_LA,Mechanical Engineer,36,MS Dhoni,Terrible Tiny Tales,Mitacs Globalink,F,Married,Mount Carmel,Maharaja Surajmal
100569,English,es_ES,Neurologist,26,MS Dhoni,A.P.J Abdul Kalam,Vidyamandir Classes,F,Married,Mount Carmel,MIT
100570,Hindi,de_DE,Dentist,23,Mitacs Globalink,MS Dhoni,Terrible Tiny Tales,M,single,Oxford School,Maharaja Surajmal
100571,Chinese,de_DE,Mechanical Engineer,33,Shopmania,J.K Rowling,Mitacs Globalink,F,Married,Neo Convent,Maharaja Surajmal
100572,Hindi,es_LA,Neurologist,26,Mitacs Globalink,Disha Patani,Shopmania,M,Married,Indraprastha School,CMU
100573,Chinese,en_UD,General Physician,21,Narendra Modi,Mitacs Globalink,Silicon Valley,M,single,Oxford School,MIT
100574,Spanish,cx_PH,Dentist,39,Vidyamandir Classes,Narendra Modi,Mitacs Globalink,F,Married,DPS,Amity
100575,Hindi,cx_PH,Civil Engineer,30,Terrible Tiny Tales,Shopmania,MS Dhoni,M,single,DPS,Maharaja Surajmal
100576,English,da_DK,Business Man,30,Disha Patani,Terrible Tiny Tales,Vidyamandir Classes,M,Married,DPS,Delhi technological University
100577,English,es_LA,Neurologist,27,Shopmania,Narendra Modi,Silicon Valley,M,single,Oxford School,Maharaja Surajmal
100578,Chinese,gn_PY,Business Man,28,Terrible Tiny Tales,MS Dhoni,J.K Rowling,M,single,DPS,CMU
100579,Chinese,gn_PY,Dentist,33,Vidyamandir Classes,Shopmania,Mitacs Globalink,M,Married,Neo Convent,MIT
100580,Spanish,cy_GB,Teacher,21,Vidyamandir Classes,Terrible Tiny Tales,Shopmania,F,single,Oxford School,MIT
100581,Spanish,gn_PY,Mechanical Engineer,37,Shopmania,Narendra Modi,Silicon Valley,M,Married,Indraprastha School,Delhi technological University
100582,Spanish,gn_PY,General Physician,40,Vidyamandir Classes,Terrible Tiny Tales,A.P.J Abdul Kalam,M,Married,DPS,Amity
100583,English,de_DE,General Physician,31,J.K Rowling,Silicon Valley,Shopmania,M,single,DPS,CMU
100584,German,ca_ES,Computer Engineer,23,J.K Rowling,Vidyamandir Classes,Mitacs Globalink,F,single,Oxford School,Delhi technological University
100585,Hindi,de_DE,General Physician,27,J.K Rowling,Vidyamandir Classes,Disha Patani,F,Married,Oxford School,CMU
100586,Portugese,da_DK,Dentist,39,Silicon Valley,Vidyamandir Classes,Disha Patani,F,Married,Indraprastha School,Maharaja Surajmal
100587,German,eu_ES,Civil Engineer,33,MS Dhoni,Vidyamandir Classes,Shopmania,M,Married,DPS,Amity
100588,German,da_DK,Mechanical Engineer,32,Shopmania,Disha Patani,MS Dhoni,F,Married,Mount Carmel,Amity
100589,Hindi,cy_GB,Dentist,35,Silicon Valley,A.P.J Abdul Kalam,J.K Rowling,F,single,DPS,Delhi technological University
100590,English,es_LA,Civil Engineer,21,Vidyamandir Classes,Disha Patani,Shopmania,F,Married,Indraprastha School,MIT
100591,English,en_US,Computer Engineer,27,A.P.J Abdul Kalam,Mitacs Globalink,Disha Patani,M,Married,Mount Carmel,Delhi technological University
100592,Chinese,cx_PH,Mechanical Engineer,23,MS Dhoni,Silicon Valley,Shopmania,M,Married,Neo Convent,Maharaja Surajmal
100593,German,es_ES,Business Man,35,Silicon Valley,J.K Rowling,Mitacs Globalink,F,Married,DPS,Amity
100594,German,cx_PH,Neurologist,39,J.K Rowling,Shopmania,Narendra Modi,F,Married,Mount Carmel,CMU
100595,Spanish,cy_GB,Civil Engineer,29,Mitacs Globalink,J.K Rowling,Terrible Tiny Tales,M,single,Oxford School,Maharaja Surajmal
100596,Portugese,en_UD,Civil Engineer,28,Silicon Valley,Mitacs Globalink,A.P.J Abdul Kalam,F,Married,Mount Carmel,CMU
100597,English,cx_PH,Computer Engineer,30,Terrible Tiny Tales,J.K Rowling,Mitacs Globalink,M,single,Indraprastha School,Delhi technological University
100598,Spanish,es_ES,Mechanical Engineer,20,Mitacs Globalink,MS Dhoni,Vidyamandir Classes,M,Married,DPS,Delhi technological University
100599,Spanish,cy_GB,Computer Engineer,20,J.K Rowling,MS Dhoni,Disha Patani,M,Married,Neo Convent,Amity
100600,Spanish,de_DE,General Physician,39,Shopmania,Terrible Tiny Tales,Narendra Modi,F,Married,Oxford School,Maharaja Surajmal
100601,Chinese,es_LA,General Physician,29,A.P.J Abdul Kalam,MS Dhoni,Silicon Valley,F,single,Indraprastha School,Amity
100602,Chinese,cx_PH,Dentist,32,Terrible Tiny Tales,Mitacs Globalink,Disha Patani,F,single,DPS,Delhi technological University
100603,English,en_US,Dentist,20,Narendra Modi,J.K Rowling,MS Dhoni,F,Married,Neo Convent,Maharaja Surajmal
100604,Spanish,es_LA,General Physician,25,J.K Rowling,A.P.J Abdul Kalam,Narendra Modi,F,Married,Oxford School,Amity
100605,Portugese,cs_CZ,Teacher,31,Terrible Tiny Tales,Shopmania,Mitacs Globalink,M,single,Mount Carmel,CMU
100606,Portugese,gn_PY,Business Man,27,J.K Rowling,MS Dhoni,A.P.J Abdul Kalam,F,Married,DPS,CMU
100607,Portugese,en_US,Business Man,37,Vidyamandir Classes,Mitacs Globalink,Silicon Valley,M,single,Mount Carmel,Maharaja Surajmal
100608,Spanish,cs_CZ,Computer Engineer,38,Vidyamandir Classes,MS Dhoni,Mitacs Globalink,F,single,Indraprastha School,Amity
100609,English,es_ES,Business Man,29,Disha Patani,Vidyamandir Classes,Shopmania,M,single,Neo Convent,Delhi technological University
100610,Chinese,en_UD,Mechanical Engineer,40,Vidyamandir Classes,J.K Rowling,Disha Patani,F,Married,Indraprastha School,MIT
100611,Spanish,cy_GB,General Physician,39,Shopmania,Silicon Valley,Terrible Tiny Tales,M,Married,Indraprastha School,Delhi technological University
100612,Chinese,cy_GB,General Physician,32,Shopmania,MS Dhoni,J.K Rowling,F,single,Mount Carmel,Amity
100613,English,cs_CZ,Computer Engineer,21,Narendra Modi,Vidyamandir Classes,A.P.J Abdul Kalam,M,single,Oxford School,Maharaja Surajmal
100614,Portugese,es_LA,Civil Engineer,29,Narendra Modi,A.P.J Abdul Kalam,Terrible Tiny Tales,F,single,Indraprastha School,MIT
100615,Hindi,es_LA,Civil Engineer,20,MS Dhoni,Vidyamandir Classes,J.K Rowling,M,Married,Indraprastha School,Amity
100616,Portugese,ca_ES,Civil Engineer,37,J.K Rowling,Silicon Valley,Disha Patani,F,single,Mount Carmel,Amity
100617,English,eu_ES,Teacher,24,MS Dhoni,Mitacs Globalink,Shopmania,M,Married,Indraprastha School,Amity
100618,Chinese,es_LA,Mechanical Engineer,34,Shopmania,Disha Patani,Vidyamandir Classes,F,single,Indraprastha School,Amity
100619,Portugese,ca_ES,Teacher,25,Shopmania,Disha Patani,Mitacs Globalink,F,single,DPS,Amity
100620,Hindi,ca_ES,Business Man,23,J.K Rowling,A.P.J Abdul Kalam,Vidyamandir Classes,M,single,Oxford School,Maharaja Surajmal
100621,German,es_ES,Neurologist,32,Terrible Tiny Tales,J.K Rowling,MS Dhoni,F,single,Neo Convent,Delhi technological University
100622,English,en_UD,Neurologist,37,MS Dhoni,Terrible Tiny Tales,Disha Patani,F,Married,Oxford School,CMU
100623,German,de_DE,Computer Engineer,38,Silicon Valley,Terrible Tiny Tales,Vidyamandir Classes,F,Married,Oxford School,Maharaja Surajmal
100624,Spanish,ca_ES,Business Man,24,Shopmania,A.P.J Abdul Kalam,Terrible Tiny Tales,M,Married,DPS,MIT
100625,English,da_DK,Neurologist,22,A.P.J Abdul Kalam,Vidyamandir Classes,Narendra Modi,M,Married,Oxford School,Amity
100626,German,eu_ES,Neurologist,21,Shopmania,Narendra Modi,Vidyamandir Classes,M,single,Neo Convent,MIT
100627,Portugese,es_ES,Neurologist,35,Disha Patani,MS Dhoni,Vidyamandir Classes,F,Married,Neo Convent,Maharaja Surajmal
100628,Chinese,eu_ES,Neurologist,40,Vidyamandir Classes,Shopmania,J.K Rowling,M,Married,Oxford School,CMU
100629,Chinese,es_LA,General Physician,27,MS Dhoni,Shopmania,Terrible Tiny Tales,F,Married,Indraprastha School,MIT
100630,English,da_DK,Computer Engineer,35,Terrible Tiny Tales,Silicon Valley,MS Dhoni,M,Married,DPS,Amity
100631,Spanish,cy_GB,Computer Engineer,20,MS Dhoni,Shopmania,Terrible Tiny Tales,M,Married,Mount Carmel,Delhi technological University
100632,Portugese,cy_GB,Computer Engineer,28,Narendra Modi,A.P.J Abdul Kalam,Shopmania,F,single,DPS,MIT
